,pm10,so2,co,o3,no2,max,critical,category
4901,57.0,39.0,21.0,21.0,15.0,57.0,PM10,MODERATE
4902,57.0,38.0,24.0,21.0,13.0,57.0,PM10,MODERATE
4903,57.0,40.0,22.0,22.0,13.0,57.0,PM10,MODERATE
4904,57.0,37.0,25.0,14.0,13.0,57.0,PM10,MODERATE
4905,57.0,37.0,29.0,18.0,16.0,57.0,PM10,MODERATE
4906,57.0,39.0,22.0,15.0,17.0,57.0,PM10,MODERATE
4907,57.0,38.0,24.0,15.0,14.0,57.0,PM10,MODERATE
4908,57.0,37.0,22.0,18.0,13.0,57.0,PM10,MODERATE
4909,57.0,39.0,22.0,25.0,14.0,57.0,PM10,MODERATE
4910,57.0,38.0,20.0,22.0,15.0,57.0,PM10,MODERATE
4911,57.0,40.0,24.0,19.0,13.0,57.0,PM10,MODERATE
4912,57.0,37.0,22.0,15.0,13.0,57.0,PM10,MODERATE
4913,57.0,39.0,31.0,14.0,17.0,57.0,PM10,MODERATE
4914,57.0,37.0,24.0,14.0,15.0,57.0,PM10,MODERATE
4915,57.0,46.0,13.0,23.0,28.0,57.0,PM10,MODERATE
4916,57.0,37.0,39.0,12.0,15.0,57.0,PM10,MODERATE
4917,57.0,36.0,22.0,13.0,14.0,57.0,PM10,MODERATE
4918,57.0,38.0,36.0,11.0,15.0,57.0,PM10,MODERATE
4919,57.0,39.0,22.0,20.0,16.0,57.0,PM10,MODERATE
4920,57.0,37.0,40.0,16.0,22.0,57.0,PM10,MODERATE
4921,57.0,38.0,21.0,17.0,14.0,57.0,PM10,MODERATE
4922,57.0,38.0,21.0,25.0,14.0,57.0,PM10,MODERATE
4923,57.0,38.0,25.0,20.0,19.0,57.0,PM10,MODERATE
4924,57.0,38.0,24.0,23.0,17.0,57.0,PM10,MODERATE
4925,57.0,39.0,27.0,23.0,17.0,57.0,PM10,MODERATE
4926,57.0,39.0,19.0,22.0,14.0,57.0,PM10,MODERATE
4927,57.0,38.0,16.0,18.0,10.0,57.0,PM10,MODERATE
4928,57.0,39.0,17.0,21.0,11.0,57.0,PM10,MODERATE
4929,57.0,38.0,27.0,17.0,18.0,57.0,PM10,MODERATE
4930,55.0,37.0,11.0,26.0,27.0,55.0,PM10,MODERATE
4931,57.0,39.0,21.0,23.0,13.0,57.0,PM10,MODERATE
4932,57.0,39.0,22.0,23.0,17.0,57.0,PM10,MODERATE
4933,57.0,39.0,31.0,22.0,16.0,57.0,PM10,MODERATE
4934,57.0,38.0,38.0,12.0,24.0,57.0,PM10,MODERATE
4935,57.0,39.0,33.0,12.0,21.0,57.0,PM10,MODERATE
4936,57.0,39.0,34.0,15.0,18.0,57.0,PM10,MODERATE
4937,57.0,38.0,30.0,13.0,11.0,57.0,PM10,MODERATE
4938,57.0,39.0,18.0,16.0,12.0,57.0,PM10,MODERATE
4939,57.0,40.0,29.0,14.0,18.0,57.0,PM10,MODERATE
4940,57.0,40.0,29.0,20.0,15.0,57.0,PM10,MODERATE
4941,57.0,42.0,23.0,29.0,21.0,57.0,PM10,MODERATE
4942,57.0,42.0,21.0,32.0,21.0,57.0,PM10,MODERATE
4943,57.0,42.0,20.0,23.0,19.0,57.0,PM10,MODERATE
4944,57.0,41.0,21.0,23.0,17.0,57.0,PM10,MODERATE
4945,57.0,41.0,19.0,24.0,16.0,57.0,PM10,MODERATE
4946,57.0,18.0,21.0,23.0,16.0,57.0,PM10,MODERATE
4947,57.0,18.0,22.0,22.0,15.0,57.0,PM10,MODERATE
4948,57.0,18.0,21.0,30.0,15.0,57.0,PM10,MODERATE
4949,57.0,28.0,24.0,32.0,20.0,57.0,PM10,MODERATE
4950,57.0,29.0,24.0,33.0,20.0,57.0,PM10,MODERATE
4951,57.0,27.0,23.0,22.0,13.0,57.0,PM10,MODERATE
4952,57.0,25.0,19.0,22.0,12.0,57.0,PM10,MODERATE
4953,57.0,26.0,27.0,19.0,19.0,57.0,PM10,MODERATE
4954,57.0,26.0,24.0,28.0,18.0,57.0,PM10,MODERATE
4955,57.0,26.0,34.0,25.0,24.0,57.0,PM10,MODERATE
4956,57.0,28.0,31.0,23.0,21.0,57.0,PM10,MODERATE
4957,57.0,27.0,21.0,26.0,17.0,57.0,PM10,MODERATE
4958,57.0,27.0,22.0,26.0,13.0,57.0,PM10,MODERATE
4959,57.0,26.0,18.0,24.0,14.0,57.0,PM10,MODERATE
4960,57.0,28.0,17.0,20.0,14.0,57.0,PM10,MODERATE
4961,57.0,29.0,18.0,23.0,13.0,57.0,PM10,MODERATE
4962,57.0,28.0,21.0,22.0,14.0,57.0,PM10,MODERATE
4963,57.0,27.0,19.0,25.0,13.0,57.0,PM10,MODERATE
4964,57.0,26.0,18.0,26.0,12.0,57.0,PM10,MODERATE
4965,57.0,26.0,22.0,23.0,14.0,57.0,PM10,MODERATE
4966,57.0,25.0,31.0,28.0,18.0,57.0,PM10,MODERATE
4967,57.0,26.0,19.0,22.0,12.0,57.0,PM10,MODERATE
4968,57.0,27.0,16.0,24.0,10.0,57.0,PM10,MODERATE
4969,57.0,26.0,16.0,32.0,10.0,57.0,PM10,MODERATE
4970,57.0,28.0,21.0,32.0,14.0,57.0,PM10,MODERATE
4971,57.0,27.0,20.0,29.0,15.0,57.0,PM10,MODERATE
4972,57.0,26.0,22.0,26.0,13.0,57.0,PM10,MODERATE
4973,57.0,26.0,19.0,27.0,14.0,57.0,PM10,MODERATE
4974,57.0,28.0,23.0,30.0,18.0,57.0,PM10,MODERATE
4975,57.0,27.0,24.0,29.0,15.0,57.0,PM10,MODERATE
4976,57.0,27.0,23.0,23.0,18.0,57.0,PM10,MODERATE
4977,57.0,26.0,15.0,25.0,12.0,57.0,PM10,MODERATE
4978,57.0,27.0,23.0,29.0,16.0,57.0,PM10,MODERATE
4979,57.0,27.0,17.0,28.0,10.0,57.0,PM10,MODERATE
4980,57.0,26.0,19.0,26.0,13.0,57.0,PM10,MODERATE
4981,57.0,27.0,22.0,23.0,20.0,57.0,PM10,MODERATE
4982,57.0,27.0,19.0,26.0,15.0,57.0,PM10,MODERATE
4983,57.0,28.0,20.0,26.0,17.0,57.0,PM10,MODERATE
4984,57.0,28.0,20.0,33.0,15.0,57.0,PM10,MODERATE
4985,57.0,27.0,17.0,30.0,10.0,57.0,PM10,MODERATE
4986,57.0,27.0,23.0,29.0,18.0,57.0,PM10,MODERATE
4987,57.0,27.0,25.0,20.0,22.0,57.0,PM10,MODERATE
4988,57.0,28.0,22.0,21.0,21.0,57.0,PM10,MODERATE
4989,57.0,27.0,24.0,29.0,17.0,57.0,PM10,MODERATE
4990,57.0,27.0,22.0,32.0,19.0,57.0,PM10,MODERATE
4991,57.0,27.0,24.0,34.0,24.0,57.0,PM10,MODERATE
4992,57.0,28.0,23.0,33.0,21.0,57.0,PM10,MODERATE
4993,57.0,26.0,18.0,32.0,17.0,57.0,PM10,MODERATE
4994,57.0,27.0,18.0,33.0,14.0,57.0,PM10,MODERATE
4995,57.0,27.0,28.0,29.0,21.0,57.0,PM10,MODERATE
4996,57.0,28.0,21.0,29.0,20.0,57.0,PM10,MODERATE
4997,88.0,27.0,26.0,39.0,22.0,88.0,PM10,MODERATE
4998,89.0,29.0,22.0,28.0,17.0,89.0,PM10,MODERATE
4999,80.0,28.0,21.0,29.0,16.0,80.0,PM10,MODERATE
5000,69.0,27.0,18.0,27.0,15.0,69.0,PM10,MODERATE
5001,57.0,27.0,22.0,33.0,18.0,57.0,PM10,MODERATE
5002,81.0,27.0,19.0,19.0,19.0,81.0,PM10,MODERATE
5003,71.0,28.0,17.0,23.0,15.0,71.0,PM10,MODERATE
5004,62.0,27.0,16.0,24.0,13.0,62.0,PM10,MODERATE
5005,70.0,27.0,21.0,29.0,18.0,70.0,PM10,MODERATE
5006,76.0,28.0,20.0,26.0,18.0,76.0,PM10,MODERATE
5007,77.0,27.0,19.0,25.0,15.0,77.0,PM10,MODERATE
5008,59.0,28.0,16.0,28.0,12.0,59.0,PM10,MODERATE
5009,77.0,28.0,24.0,40.0,21.0,77.0,PM10,MODERATE
5010,71.0,28.0,21.0,26.0,17.0,71.0,PM10,MODERATE
5011,69.0,28.0,24.0,29.0,19.0,69.0,PM10,MODERATE
5012,68.0,28.0,20.0,26.0,23.0,68.0,PM10,MODERATE
5013,78.0,28.0,22.0,30.0,20.0,78.0,PM10,MODERATE
5014,65.0,28.0,23.0,26.0,16.0,65.0,PM10,MODERATE
5015,76.0,30.0,23.0,69.0,24.0,76.0,PM10,MODERATE
5016,85.0,28.0,18.0,26.0,20.0,85.0,PM10,MODERATE
5017,57.0,28.0,22.0,23.0,22.0,57.0,PM10,MODERATE
5018,163.0,29.0,17.0,29.0,19.0,163.0,PM10,UNHEALTHY
5019,129.0,29.0,21.0,24.0,23.0,129.0,PM10,UNHEALTHY
5021,126.0,29.0,26.0,27.0,25.0,126.0,PM10,UNHEALTHY
5022,76.0,43.0,8.0,35.0,31.0,76.0,PM10,MODERATE
5023,64.0,29.0,15.0,28.0,19.0,64.0,PM10,MODERATE
5024,76.0,29.0,20.0,26.0,25.0,76.0,PM10,MODERATE
5025,84.0,28.0,20.0,21.0,12.0,84.0,PM10,MODERATE
5026,80.0,28.0,20.0,24.0,15.0,80.0,PM10,MODERATE
5027,97.0,29.0,33.0,23.0,28.0,97.0,PM10,MODERATE
5028,97.0,29.0,21.0,21.0,16.0,97.0,PM10,MODERATE
5029,80.0,28.0,17.0,20.0,11.0,80.0,PM10,MODERATE
5030,88.0,30.0,16.0,18.0,10.0,88.0,PM10,MODERATE
5031,75.0,31.0,18.0,19.0,14.0,75.0,PM10,MODERATE
5032,82.0,30.0,22.0,23.0,15.0,82.0,PM10,MODERATE
5033,82.0,29.0,19.0,29.0,12.0,82.0,PM10,MODERATE
5034,78.0,29.0,20.0,24.0,17.0,78.0,PM10,MODERATE
5035,79.0,29.0,20.0,20.0,14.0,79.0,PM10,MODERATE
5036,82.0,30.0,20.0,22.0,16.0,82.0,PM10,MODERATE
5037,81.0,29.0,18.0,24.0,14.0,81.0,PM10,MODERATE
5038,88.0,29.0,25.0,24.0,21.0,88.0,PM10,MODERATE
5039,82.0,30.0,19.0,23.0,14.0,82.0,PM10,MODERATE
5040,75.0,29.0,16.0,23.0,10.0,75.0,PM10,MODERATE
5041,77.0,30.0,24.0,19.0,21.0,77.0,PM10,MODERATE
5042,77.0,29.0,26.0,23.0,20.0,77.0,PM10,MODERATE
5043,86.0,29.0,20.0,22.0,16.0,86.0,PM10,MODERATE
5044,75.0,29.0,20.0,27.0,17.0,75.0,PM10,MODERATE
5045,61.0,28.0,20.0,34.0,17.0,61.0,PM10,MODERATE
5046,82.0,30.0,29.0,26.0,22.0,82.0,PM10,MODERATE
5047,83.0,30.0,27.0,27.0,23.0,83.0,PM10,MODERATE
5048,81.0,29.0,26.0,22.0,22.0,81.0,PM10,MODERATE
5049,94.0,30.0,20.0,25.0,16.0,94.0,PM10,MODERATE
5050,92.0,32.0,22.0,28.0,20.0,92.0,PM10,MODERATE
5051,81.0,29.0,22.0,33.0,20.0,81.0,PM10,MODERATE
5052,80.0,34.0,24.0,24.0,27.0,80.0,PM10,MODERATE
5053,80.0,29.0,31.0,27.0,26.0,80.0,PM10,MODERATE
5054,82.0,29.0,34.0,24.0,28.0,82.0,PM10,MODERATE
5055,89.0,30.0,32.0,19.0,27.0,89.0,PM10,MODERATE
5056,59.0,28.0,22.0,15.0,16.0,59.0,PM10,MODERATE
5057,67.0,30.0,43.0,69.0,19.0,69.0,O3,MODERATE
5058,71.0,29.0,26.0,18.0,19.0,71.0,PM10,MODERATE
5059,66.0,29.0,21.0,18.0,18.0,66.0,PM10,MODERATE
5060,73.0,30.0,20.0,24.0,19.0,73.0,PM10,MODERATE
5061,78.0,30.0,27.0,27.0,24.0,78.0,PM10,MODERATE
5062,58.0,32.0,18.0,57.0,17.0,58.0,PM10,MODERATE
5063,65.0,30.0,21.0,23.0,15.0,65.0,PM10,MODERATE
5064,72.0,24.0,12.0,29.0,33.0,72.0,PM10,MODERATE
5065,75.0,30.0,22.0,19.0,16.0,75.0,PM10,MODERATE
5066,55.0,29.0,20.0,15.0,15.0,55.0,PM10,MODERATE
5067,63.0,30.0,25.0,21.0,26.0,63.0,PM10,MODERATE
5068,65.0,30.0,27.0,25.0,28.0,65.0,PM10,MODERATE
5069,53.0,41.0,14.0,34.0,31.0,53.0,PM10,MODERATE
5070,54.0,43.0,16.0,32.0,24.0,54.0,PM10,MODERATE
5071,46.0,30.0,13.0,81.0,12.0,81.0,O3,MODERATE
5072,59.0,30.0,18.0,19.0,18.0,59.0,PM10,MODERATE
5073,58.0,30.0,19.0,24.0,19.0,58.0,PM10,MODERATE
5074,56.0,44.0,11.0,38.0,30.0,56.0,PM10,MODERATE
5075,71.0,36.0,23.0,54.0,26.0,71.0,PM10,MODERATE
5076,63.0,33.0,20.0,49.0,22.0,63.0,PM10,MODERATE
5077,55.0,43.0,15.0,15.0,25.0,55.0,PM10,MODERATE
5078,54.0,56.0,13.0,27.0,16.0,56.0,SO2,MODERATE
5079,62.0,45.0,15.0,29.0,34.0,62.0,PM10,MODERATE
5080,71.0,30.0,19.0,22.0,14.0,71.0,PM10,MODERATE
5081,38.0,43.0,12.0,34.0,34.0,43.0,SO2,GOOD
5082,64.0,52.0,7.0,27.0,19.0,64.0,PM10,MODERATE
5083,60.0,52.0,9.0,20.0,18.0,60.0,PM10,MODERATE
5084,55.0,52.0,7.0,26.0,17.0,55.0,PM10,MODERATE
5085,65.0,52.0,9.0,18.0,14.0,65.0,PM10,MODERATE
5086,74.0,52.0,9.0,21.0,13.0,74.0,PM10,MODERATE
5087,70.0,18.0,18.0,69.0,12.0,70.0,PM10,MODERATE
5088,53.0,52.0,11.0,13.0,18.0,53.0,PM10,MODERATE
5089,50.0,52.0,6.0,25.0,18.0,52.0,SO2,MODERATE
5090,59.0,48.0,10.0,25.0,12.0,59.0,PM10,MODERATE
5091,42.0,52.0,8.0,10.0,11.0,52.0,SO2,MODERATE
5092,44.0,52.0,6.0,10.0,16.0,52.0,SO2,MODERATE
5093,37.0,51.0,3.0,16.0,10.0,51.0,SO2,MODERATE
5094,45.0,48.0,9.0,13.0,7.0,48.0,SO2,GOOD
5095,46.0,48.0,8.0,11.0,7.0,48.0,SO2,GOOD
5096,27.0,52.0,1.0,13.0,8.0,52.0,SO2,MODERATE
5097,56.0,52.0,5.0,14.0,13.0,56.0,PM10,MODERATE
5098,65.0,52.0,14.0,13.0,15.0,65.0,PM10,MODERATE
5099,61.0,52.0,7.0,17.0,19.0,61.0,PM10,MODERATE
5100,64.0,52.0,10.0,20.0,15.0,64.0,PM10,MODERATE
5101,85.0,52.0,10.0,11.0,13.0,85.0,PM10,MODERATE
5102,57.0,53.0,7.0,27.0,11.0,57.0,PM10,MODERATE
5103,49.0,52.0,5.0,10.0,12.0,52.0,SO2,MODERATE
5104,26.0,57.0,38.0,21.0,18.0,57.0,SO2,MODERATE
5105,58.0,51.0,10.0,17.0,11.0,58.0,PM10,MODERATE
5106,36.0,57.0,45.0,20.0,18.0,57.0,SO2,MODERATE
5107,43.0,58.0,54.0,21.0,27.0,58.0,SO2,MODERATE
5108,29.0,58.0,42.0,15.0,18.0,58.0,SO2,MODERATE
5109,46.0,49.0,8.0,8.0,5.0,49.0,SO2,GOOD
5110,23.0,57.0,12.0,16.0,15.0,57.0,SO2,MODERATE
5111,32.0,52.0,7.0,8.0,12.0,52.0,SO2,MODERATE
5112,49.0,18.0,18.0,69.0,12.0,69.0,O3,MODERATE
5113,74.0,10.0,20.0,24.0,10.0,74.0,PM10,MODERATE
5114,53.0,52.0,4.0,12.0,28.0,53.0,PM10,MODERATE
5115,54.0,13.0,7.0,18.0,14.0,54.0,PM10,MODERATE
5116,30.0,112.0,20.0,8.0,77.0,112.0,SO2,UNHEALTHY
5117,61.0,10.0,14.0,17.0,19.0,61.0,PM10,MODERATE
5118,51.0,11.0,10.0,31.0,16.0,51.0,PM10,MODERATE
5119,59.0,59.0,14.0,34.0,29.0,59.0,PM10,MODERATE
5120,55.0,10.0,22.0,21.0,20.0,55.0,PM10,MODERATE
5121,61.0,12.0,14.0,17.0,14.0,61.0,PM10,MODERATE
5122,70.0,12.0,11.0,26.0,13.0,70.0,PM10,MODERATE
5123,63.0,11.0,16.0,17.0,19.0,63.0,PM10,MODERATE
5124,27.0,57.0,11.0,14.0,52.0,57.0,SO2,MODERATE
5125,50.0,44.0,7.0,11.0,55.0,55.0,NO2,MODERATE
5126,50.0,11.0,9.0,16.0,10.0,50.0,PM10,GOOD
5127,51.0,24.0,11.0,55.0,11.0,55.0,O3,MODERATE
5128,49.0,11.0,6.0,11.0,9.0,49.0,PM10,GOOD
5129,50.0,46.0,8.0,5.0,12.0,50.0,PM10,GOOD
5130,56.0,49.0,13.0,6.0,23.0,56.0,PM10,MODERATE
5131,32.0,45.0,6.0,9.0,76.0,76.0,NO2,MODERATE
5132,32.0,44.0,7.0,8.0,66.0,66.0,NO2,MODERATE
5133,51.0,45.0,9.0,8.0,79.0,79.0,NO2,MODERATE
5134,27.0,45.0,5.0,8.0,56.0,56.0,NO2,MODERATE
5135,36.0,24.0,5.0,9.0,6.0,36.0,PM10,GOOD
5136,46.0,46.0,8.0,9.0,38.0,46.0,PM10,GOOD
5137,46.0,25.0,7.0,12.0,8.0,46.0,PM10,GOOD
5138,58.0,27.0,7.0,16.0,14.0,58.0,PM10,MODERATE
5139,24.0,53.0,5.0,16.0,17.0,53.0,SO2,MODERATE
5140,46.0,31.0,18.0,34.0,16.0,46.0,PM10,GOOD
5141,51.0,24.0,14.0,11.0,13.0,51.0,PM10,MODERATE
5142,71.0,24.0,23.0,13.0,12.0,71.0,PM10,MODERATE
5143,40.0,25.0,7.0,17.0,15.0,40.0,PM10,GOOD
5144,68.0,25.0,15.0,18.0,14.0,68.0,PM10,MODERATE
5145,47.0,26.0,18.0,28.0,9.0,47.0,PM10,GOOD
5146,57.0,25.0,7.0,11.0,10.0,57.0,PM10,MODERATE
5147,27.0,54.0,7.0,12.0,21.0,54.0,SO2,MODERATE
5148,54.0,25.0,10.0,6.0,5.0,54.0,PM10,MODERATE
5149,61.0,50.0,16.0,9.0,37.0,61.0,PM10,MODERATE
5150,40.0,25.0,6.0,4.0,6.0,40.0,PM10,GOOD
5151,64.0,25.0,10.0,4.0,4.0,64.0,PM10,MODERATE
5152,67.0,26.0,18.0,7.0,5.0,67.0,PM10,MODERATE
5153,57.0,25.0,18.0,8.0,5.0,57.0,PM10,MODERATE
5154,63.0,25.0,9.0,6.0,6.0,63.0,PM10,MODERATE
5155,61.0,25.0,4.0,5.0,6.0,61.0,PM10,MODERATE
5156,57.0,52.0,14.0,18.0,187.0,187.0,NO2,UNHEALTHY
5157,43.0,51.0,10.0,20.0,202.0,202.0,NO2,VERY UNHEALTHY
5158,53.0,25.0,24.0,7.0,8.0,53.0,PM10,MODERATE
5159,81.0,25.0,24.0,6.0,11.0,81.0,PM10,MODERATE
5160,59.0,25.0,22.0,6.0,8.0,59.0,PM10,MODERATE
5161,57.0,25.0,21.0,7.0,6.0,57.0,PM10,MODERATE
5162,68.0,26.0,23.0,6.0,9.0,68.0,PM10,MODERATE
5163,71.0,25.0,22.0,7.0,9.0,71.0,PM10,MODERATE
5164,55.0,20.0,12.0,115.0,18.0,115.0,O3,UNHEALTHY
5165,70.0,25.0,21.0,8.0,9.0,70.0,PM10,MODERATE
5166,49.0,56.0,9.0,16.0,39.0,56.0,SO2,MODERATE
5167,54.0,25.0,18.0,6.0,2.0,54.0,PM10,MODERATE
5168,28.0,56.0,4.0,16.0,15.0,56.0,SO2,MODERATE
5169,41.0,49.0,10.0,12.0,29.0,49.0,SO2,GOOD
5170,70.0,26.0,28.0,5.0,7.0,70.0,PM10,MODERATE
5171,51.0,57.0,9.0,11.0,54.0,57.0,SO2,MODERATE
5172,57.0,25.0,22.0,6.0,6.0,57.0,PM10,MODERATE
5173,52.0,21.0,29.0,50.0,13.0,52.0,PM10,MODERATE
5174,59.0,26.0,21.0,8.0,7.0,59.0,PM10,MODERATE
5175,46.0,26.0,21.0,6.0,7.0,46.0,PM10,GOOD
5176,43.0,50.0,14.0,13.0,61.0,61.0,NO2,MODERATE
5177,44.0,50.0,9.0,13.0,62.0,62.0,NO2,MODERATE
5178,48.0,50.0,8.0,9.0,58.0,58.0,NO2,MODERATE
5179,31.0,55.0,6.0,19.0,25.0,55.0,SO2,MODERATE
5180,24.0,54.0,4.0,20.0,12.0,54.0,SO2,MODERATE
5181,33.0,55.0,6.0,13.0,24.0,55.0,SO2,MODERATE
5182,72.0,26.0,39.0,5.0,8.0,72.0,PM10,MODERATE
5183,51.0,51.0,20.0,69.0,79.0,79.0,NO2,MODERATE
5184,30.0,21.0,15.0,51.0,10.0,51.0,O3,MODERATE
5185,54.0,51.0,9.0,16.0,44.0,54.0,PM10,MODERATE
5186,57.0,51.0,11.0,12.0,43.0,57.0,PM10,MODERATE
5187,23.0,51.0,8.0,10.0,62.0,62.0,NO2,MODERATE
5188,26.0,54.0,6.0,18.0,18.0,54.0,SO2,MODERATE
5189,18.0,51.0,5.0,10.0,58.0,58.0,NO2,MODERATE
5190,26.0,55.0,5.0,16.0,17.0,55.0,SO2,MODERATE
5191,43.0,51.0,9.0,10.0,75.0,75.0,NO2,MODERATE
5192,41.0,51.0,7.0,10.0,49.0,51.0,SO2,MODERATE
5193,50.0,51.0,8.0,13.0,62.0,62.0,NO2,MODERATE
5194,31.0,21.0,17.0,55.0,14.0,55.0,O3,MODERATE
5195,70.0,27.0,40.0,8.0,11.0,70.0,PM10,MODERATE
5196,54.0,25.0,19.0,74.0,16.0,74.0,O3,MODERATE
5197,50.0,27.0,17.0,12.0,4.0,50.0,PM10,GOOD
5198,57.0,27.0,23.0,9.0,7.0,57.0,PM10,MODERATE
5199,64.0,27.0,25.0,8.0,9.0,64.0,PM10,MODERATE
5200,90.0,27.0,27.0,12.0,10.0,90.0,PM10,MODERATE
5201,65.0,27.0,24.0,70.0,26.0,70.0,O3,MODERATE
5202,60.0,24.0,25.0,68.0,21.0,68.0,O3,MODERATE
5203,57.0,22.0,28.0,79.0,22.0,79.0,O3,MODERATE
5204,83.0,27.0,27.0,13.0,8.0,83.0,PM10,MODERATE
5205,72.0,23.0,35.0,69.0,32.0,72.0,PM10,MODERATE
5206,70.0,27.0,20.0,15.0,8.0,70.0,PM10,MODERATE
5207,51.0,24.0,28.0,62.0,24.0,62.0,O3,MODERATE
5208,74.0,22.0,31.0,69.0,27.0,74.0,PM10,MODERATE
5209,62.0,52.0,19.0,16.0,65.0,65.0,NO2,MODERATE
5210,60.0,28.0,19.0,19.0,7.0,60.0,PM10,MODERATE
5211,55.0,56.0,14.0,29.0,21.0,56.0,SO2,MODERATE
5212,54.0,52.0,11.0,22.0,43.0,54.0,PM10,MODERATE
5213,73.0,28.0,33.0,14.0,10.0,73.0,PM10,MODERATE
5214,45.0,28.0,17.0,15.0,8.0,45.0,PM10,GOOD
5215,25.0,22.0,14.0,74.0,8.0,74.0,O3,MODERATE
5216,35.0,24.0,23.0,62.0,16.0,62.0,O3,MODERATE
5217,28.0,22.0,15.0,79.0,8.0,79.0,O3,MODERATE
5218,30.0,23.0,20.0,62.0,14.0,62.0,O3,MODERATE
5219,43.0,28.0,16.0,11.0,6.0,43.0,PM10,GOOD
5220,41.0,23.0,18.0,77.0,14.0,77.0,O3,MODERATE
5221,52.0,55.0,13.0,23.0,27.0,55.0,SO2,MODERATE
5222,51.0,55.0,8.0,20.0,21.0,55.0,SO2,MODERATE
5223,69.0,29.0,22.0,9.0,7.0,69.0,PM10,MODERATE
5224,58.0,28.0,18.0,10.0,6.0,58.0,PM10,MODERATE
5225,56.0,24.0,26.0,56.0,22.0,56.0,PM10,MODERATE
5226,63.0,29.0,23.0,11.0,6.0,63.0,PM10,MODERATE
5227,52.0,25.0,21.0,70.0,20.0,70.0,O3,MODERATE
5228,49.0,23.0,22.0,83.0,22.0,83.0,O3,MODERATE
5229,56.0,29.0,12.0,13.0,6.0,56.0,PM10,MODERATE
5230,62.0,29.0,18.0,10.0,3.0,62.0,PM10,MODERATE
5231,60.0,29.0,24.0,14.0,3.0,60.0,PM10,MODERATE
5232,60.0,29.0,13.0,18.0,5.0,60.0,PM10,MODERATE
5233,70.0,29.0,16.0,18.0,6.0,70.0,PM10,MODERATE
5234,51.0,55.0,6.0,24.0,13.0,55.0,SO2,MODERATE
5235,53.0,23.0,17.0,62.0,13.0,62.0,O3,MODERATE
5236,58.0,24.0,18.0,75.0,17.0,75.0,O3,MODERATE
5237,62.0,26.0,22.0,57.0,27.0,62.0,PM10,MODERATE
5238,79.0,30.0,32.0,15.0,13.0,79.0,PM10,MODERATE
5239,71.0,30.0,19.0,17.0,10.0,71.0,PM10,MODERATE
5240,68.0,28.0,21.0,54.0,26.0,68.0,PM10,MODERATE
5241,65.0,28.0,20.0,58.0,23.0,65.0,PM10,MODERATE
5242,85.0,30.0,18.0,13.0,13.0,85.0,PM10,MODERATE
5243,68.0,55.0,8.0,23.0,13.0,68.0,PM10,MODERATE
5244,64.0,54.0,7.0,24.0,16.0,64.0,PM10,MODERATE
5245,65.0,54.0,8.0,21.0,16.0,65.0,PM10,MODERATE
5246,62.0,30.0,15.0,14.0,6.0,62.0,PM10,MODERATE
5247,60.0,25.0,23.0,61.0,22.0,61.0,O3,MODERATE
5248,75.0,30.0,12.0,12.0,8.0,75.0,PM10,MODERATE
5249,77.0,56.0,8.0,20.0,12.0,77.0,PM10,MODERATE
5250,72.0,56.0,12.0,20.0,20.0,72.0,PM10,MODERATE
5251,75.0,56.0,17.0,21.0,29.0,75.0,PM10,MODERATE
5252,67.0,56.0,14.0,22.0,19.0,67.0,PM10,MODERATE
5253,83.0,31.0,18.0,20.0,10.0,83.0,PM10,MODERATE
5254,83.0,31.0,17.0,20.0,15.0,83.0,PM10,MODERATE
5255,68.0,28.0,21.0,66.0,21.0,68.0,PM10,MODERATE
5256,78.0,31.0,15.0,16.0,8.0,78.0,PM10,MODERATE
5257,82.0,30.0,18.0,10.0,6.0,82.0,PM10,MODERATE
5258,29.0,25.0,18.0,57.0,17.0,57.0,O3,MODERATE
5259,62.0,31.0,26.0,57.0,22.0,62.0,PM10,MODERATE
5260,81.0,31.0,13.0,22.0,9.0,81.0,PM10,MODERATE
5261,66.0,27.0,26.0,64.0,26.0,66.0,PM10,MODERATE
5262,77.0,31.0,11.0,18.0,7.0,77.0,PM10,MODERATE
5263,77.0,31.0,11.0,19.0,10.0,77.0,PM10,MODERATE
5264,62.0,28.0,21.0,69.0,22.0,69.0,O3,MODERATE
5265,70.0,28.0,25.0,67.0,26.0,70.0,PM10,MODERATE
5266,66.0,27.0,24.0,70.0,21.0,70.0,O3,MODERATE
5267,43.0,24.0,18.0,76.0,16.0,76.0,O3,MODERATE
5268,87.0,31.0,13.0,12.0,8.0,87.0,PM10,MODERATE
5269,74.0,25.0,31.0,71.0,31.0,74.0,PM10,MODERATE
5270,62.0,56.0,12.0,21.0,18.0,62.0,PM10,MODERATE
5271,60.0,27.0,21.0,68.0,22.0,68.0,O3,MODERATE
5272,63.0,30.0,24.0,58.0,22.0,63.0,PM10,MODERATE
5273,60.0,28.0,20.0,72.0,19.0,72.0,O3,MODERATE
5274,60.0,28.0,27.0,61.0,25.0,61.0,O3,MODERATE
5275,58.0,60.0,11.0,19.0,21.0,60.0,SO2,MODERATE
5276,56.0,26.0,27.0,66.0,27.0,66.0,O3,MODERATE
5277,61.0,31.0,12.0,4.0,6.0,61.0,PM10,MODERATE
5278,53.0,57.0,15.0,10.0,91.0,91.0,NO2,MODERATE
5279,55.0,56.0,10.0,23.0,25.0,56.0,SO2,MODERATE
