,pm10,so2,co,o3,no2,max,critical,category
4521,75.0,43.0,28.0,64.0,46.0,75.0,PM10,MODERATE
4522,70.0,43.0,24.0,71.0,43.0,71.0,O3,MODERATE
4523,58.0,44.0,20.0,58.0,32.0,58.0,PM10,MODERATE
4524,58.0,44.0,17.0,55.0,25.0,58.0,PM10,MODERATE
4525,68.0,47.0,17.0,53.0,24.0,68.0,PM10,MODERATE
4526,58.0,46.0,11.0,54.0,21.0,58.0,PM10,MODERATE
4527,74.0,48.0,16.0,58.0,27.0,74.0,PM10,MODERATE
4528,57.0,45.0,15.0,52.0,26.0,57.0,PM10,MODERATE
4529,79.0,52.0,25.0,76.0,35.0,79.0,PM10,MODERATE
4530,57.0,43.0,17.0,82.0,33.0,82.0,O3,MODERATE
4531,64.0,43.0,23.0,65.0,40.0,65.0,O3,MODERATE
4532,51.0,45.0,17.0,58.0,31.0,58.0,O3,MODERATE
4534,53.0,43.0,18.0,55.0,27.0,55.0,O3,MODERATE
4535,56.0,44.0,15.0,76.0,33.0,76.0,O3,MODERATE
4536,51.0,44.0,20.0,72.0,36.0,72.0,O3,MODERATE
4537,78.0,44.0,26.0,92.0,51.0,92.0,O3,MODERATE
4538,62.0,45.0,15.0,87.0,27.0,87.0,O3,MODERATE
4539,64.0,44.0,21.0,62.0,35.0,64.0,PM10,MODERATE
4540,61.0,44.0,18.0,50.0,32.0,61.0,PM10,MODERATE
4541,65.0,44.0,18.0,54.0,25.0,65.0,PM10,MODERATE
4542,65.0,51.0,27.0,34.0,46.0,65.0,PM10,MODERATE
4543,56.0,44.0,26.0,49.0,36.0,56.0,PM10,MODERATE
4544,58.0,45.0,15.0,67.0,28.0,67.0,O3,MODERATE
4545,61.0,45.0,22.0,71.0,33.0,71.0,O3,MODERATE
4546,61.0,46.0,22.0,71.0,38.0,71.0,O3,MODERATE
4547,75.0,49.0,27.0,52.0,50.0,75.0,PM10,MODERATE
4548,80.0,45.0,25.0,44.0,43.0,80.0,PM10,MODERATE
4549,79.0,46.0,32.0,50.0,45.0,79.0,PM10,MODERATE
4550,85.0,45.0,25.0,50.0,37.0,85.0,PM10,MODERATE
4551,75.0,45.0,30.0,58.0,42.0,75.0,PM10,MODERATE
4552,73.0,47.0,23.0,82.0,37.0,82.0,O3,MODERATE
4553,78.0,45.0,17.0,99.0,27.0,99.0,O3,MODERATE
4554,79.0,47.0,18.0,70.0,32.0,79.0,PM10,MODERATE
4555,71.0,47.0,17.0,72.0,27.0,72.0,O3,MODERATE
4556,82.0,46.0,19.0,68.0,32.0,82.0,PM10,MODERATE
4557,85.0,46.0,22.0,77.0,38.0,85.0,PM10,MODERATE
4558,82.0,46.0,23.0,60.0,31.0,82.0,PM10,MODERATE
4559,68.0,45.0,22.0,69.0,36.0,69.0,O3,MODERATE
4560,74.0,45.0,22.0,76.0,33.0,76.0,O3,MODERATE
4561,57.0,46.0,16.0,82.0,29.0,82.0,O3,MODERATE
4562,59.0,46.0,14.0,72.0,32.0,72.0,O3,MODERATE
4563,68.0,48.0,13.0,84.0,26.0,84.0,O3,MODERATE
4564,73.0,49.0,15.0,87.0,31.0,87.0,O3,MODERATE
4565,81.0,47.0,18.0,106.0,29.0,106.0,O3,UNHEALTHY
4566,78.0,48.0,17.0,126.0,25.0,126.0,O3,UNHEALTHY
4567,56.0,49.0,11.0,60.0,13.0,60.0,O3,MODERATE
4568,66.0,47.0,16.0,61.0,23.0,66.0,PM10,MODERATE
4569,75.0,45.0,25.0,71.0,26.0,75.0,PM10,MODERATE
4570,94.0,46.0,29.0,74.0,44.0,94.0,PM10,MODERATE
4571,55.0,48.0,17.0,95.0,25.0,95.0,O3,MODERATE
4572,61.0,48.0,13.0,107.0,25.0,107.0,O3,UNHEALTHY
4573,63.0,47.0,13.0,84.0,19.0,84.0,O3,MODERATE
4574,66.0,47.0,15.0,84.0,29.0,84.0,O3,MODERATE
4575,77.0,49.0,17.0,84.0,28.0,84.0,O3,MODERATE
4576,69.0,48.0,16.0,65.0,29.0,69.0,PM10,MODERATE
4577,85.0,47.0,25.0,57.0,33.0,85.0,PM10,MODERATE
4578,58.0,49.0,12.0,65.0,18.0,65.0,O3,MODERATE
4579,36.0,46.0,15.0,48.0,31.0,48.0,O3,GOOD
4580,59.0,48.0,28.0,51.0,36.0,59.0,PM10,MODERATE
4581,75.0,48.0,30.0,84.0,36.0,84.0,O3,MODERATE
4582,75.0,50.0,15.0,98.0,25.0,98.0,O3,MODERATE
4583,76.0,49.0,18.0,94.0,26.0,94.0,O3,MODERATE
4584,75.0,50.0,15.0,114.0,28.0,114.0,O3,UNHEALTHY
4585,74.0,50.0,17.0,96.0,25.0,96.0,O3,MODERATE
4586,61.0,50.0,14.0,67.0,19.0,67.0,O3,MODERATE
4587,54.0,47.0,14.0,94.0,21.0,94.0,O3,MODERATE
4588,56.0,46.0,16.0,91.0,24.0,91.0,O3,MODERATE
4589,67.0,49.0,16.0,85.0,20.0,85.0,O3,MODERATE
4590,70.0,50.0,14.0,118.0,24.0,118.0,O3,UNHEALTHY
4591,82.0,50.0,16.0,90.0,30.0,90.0,O3,MODERATE
4592,74.0,50.0,12.0,86.0,22.0,86.0,O3,MODERATE
4593,66.0,49.0,15.0,95.0,22.0,95.0,O3,MODERATE
4594,80.0,49.0,17.0,115.0,27.0,115.0,O3,UNHEALTHY
4595,68.0,50.0,12.0,91.0,19.0,91.0,O3,MODERATE
4596,67.0,50.0,15.0,84.0,28.0,84.0,O3,MODERATE
4597,82.0,51.0,19.0,129.0,24.0,129.0,O3,UNHEALTHY
4598,69.0,48.0,15.0,82.0,20.0,82.0,O3,MODERATE
4599,60.0,47.0,17.0,79.0,26.0,79.0,O3,MODERATE
4600,69.0,49.0,19.0,87.0,29.0,87.0,O3,MODERATE
4601,76.0,50.0,18.0,114.0,29.0,114.0,O3,UNHEALTHY
4602,60.0,48.0,18.0,97.0,27.0,97.0,O3,MODERATE
4603,61.0,50.0,14.0,103.0,21.0,103.0,O3,UNHEALTHY
4604,73.0,49.0,19.0,82.0,29.0,82.0,O3,MODERATE
4605,74.0,52.0,19.0,80.0,27.0,80.0,O3,MODERATE
4606,65.0,49.0,17.0,97.0,25.0,97.0,O3,MODERATE
4607,58.0,48.0,21.0,76.0,36.0,76.0,O3,MODERATE
4608,68.0,50.0,14.0,80.0,20.0,80.0,O3,MODERATE
4609,64.0,50.0,17.0,63.0,28.0,64.0,PM10,MODERATE
4610,61.0,51.0,15.0,181.0,33.0,181.0,O3,UNHEALTHY
4611,55.0,48.0,17.0,108.0,25.0,108.0,O3,UNHEALTHY
4612,64.0,49.0,25.0,84.0,28.0,84.0,O3,MODERATE
4613,70.0,49.0,14.0,66.0,26.0,70.0,PM10,MODERATE
4614,76.0,50.0,14.0,69.0,18.0,76.0,PM10,MODERATE
4615,59.0,49.0,13.0,65.0,17.0,65.0,O3,MODERATE
4616,57.0,49.0,13.0,79.0,22.0,79.0,O3,MODERATE
4617,76.0,49.0,17.0,81.0,27.0,81.0,O3,MODERATE
4618,71.0,50.0,15.0,82.0,20.0,82.0,O3,MODERATE
4619,64.0,50.0,12.0,66.0,19.0,66.0,O3,MODERATE
4620,76.0,53.0,19.0,53.0,31.0,76.0,PM10,MODERATE
4621,80.0,50.0,25.0,57.0,37.0,80.0,PM10,MODERATE
4622,64.0,49.0,17.0,56.0,30.0,64.0,PM10,MODERATE
4623,58.0,49.0,16.0,55.0,29.0,58.0,PM10,MODERATE
4624,59.0,50.0,15.0,56.0,29.0,59.0,PM10,MODERATE
4625,85.0,51.0,25.0,74.0,37.0,85.0,PM10,MODERATE
4626,83.0,51.0,15.0,42.0,25.0,83.0,PM10,MODERATE
4627,71.0,51.0,21.0,35.0,32.0,71.0,PM10,MODERATE
4628,64.0,50.0,18.0,37.0,31.0,64.0,PM10,MODERATE
4629,42.0,50.0,9.0,33.0,14.0,50.0,SO2,GOOD
4630,59.0,51.0,15.0,45.0,23.0,59.0,PM10,MODERATE
4631,63.0,51.0,12.0,43.0,17.0,63.0,PM10,MODERATE
4632,55.0,49.0,15.0,38.0,21.0,55.0,PM10,MODERATE
4633,61.0,48.0,26.0,32.0,45.0,61.0,PM10,MODERATE
4634,71.0,49.0,28.0,32.0,43.0,71.0,PM10,MODERATE
4635,56.0,48.0,22.0,41.0,39.0,56.0,PM10,MODERATE
4636,64.0,51.0,20.0,37.0,34.0,64.0,PM10,MODERATE
4637,53.0,52.0,18.0,35.0,27.0,53.0,PM10,MODERATE
4638,59.0,52.0,18.0,45.0,32.0,59.0,PM10,MODERATE
4639,67.0,53.0,18.0,42.0,38.0,67.0,PM10,MODERATE
4640,78.0,51.0,26.0,34.0,39.0,78.0,PM10,MODERATE
4641,62.0,51.0,18.0,52.0,33.0,62.0,PM10,MODERATE
4642,70.0,51.0,19.0,49.0,35.0,70.0,PM10,MODERATE
4643,72.0,51.0,21.0,43.0,33.0,72.0,PM10,MODERATE
4644,70.0,51.0,17.0,46.0,28.0,70.0,PM10,MODERATE
4645,66.0,51.0,21.0,37.0,41.0,66.0,PM10,MODERATE
4646,69.0,50.0,17.0,42.0,32.0,69.0,PM10,MODERATE
4647,63.0,50.0,16.0,37.0,24.0,63.0,PM10,MODERATE
4648,73.0,50.0,24.0,50.0,45.0,73.0,PM10,MODERATE
4649,57.0,50.0,17.0,39.0,33.0,57.0,PM10,MODERATE
4650,58.0,50.0,14.0,48.0,25.0,58.0,PM10,MODERATE
4651,57.0,51.0,14.0,56.0,26.0,57.0,PM10,MODERATE
4652,63.0,51.0,14.0,58.0,26.0,63.0,PM10,MODERATE
4653,62.0,51.0,13.0,55.0,24.0,62.0,PM10,MODERATE
4654,62.0,51.0,14.0,50.0,21.0,62.0,PM10,MODERATE
4655,71.0,51.0,14.0,45.0,23.0,71.0,PM10,MODERATE
4656,80.0,52.0,14.0,39.0,21.0,80.0,PM10,MODERATE
4657,54.0,50.0,12.0,43.0,19.0,54.0,PM10,MODERATE
4658,56.0,51.0,18.0,38.0,35.0,56.0,PM10,MODERATE
4659,67.0,51.0,15.0,40.0,33.0,67.0,PM10,MODERATE
4660,51.0,50.0,22.0,36.0,42.0,51.0,PM10,MODERATE
4661,61.0,51.0,20.0,39.0,32.0,61.0,PM10,MODERATE
4662,51.0,53.0,17.0,35.0,34.0,53.0,SO2,MODERATE
4663,35.0,50.0,17.0,28.0,25.0,50.0,SO2,GOOD
4664,58.0,50.0,24.0,39.0,35.0,58.0,PM10,MODERATE
4665,54.0,50.0,14.0,38.0,25.0,54.0,PM10,MODERATE
4666,77.0,51.0,23.0,59.0,45.0,77.0,PM10,MODERATE
4667,70.0,54.0,27.0,44.0,42.0,70.0,PM10,MODERATE
4668,63.0,52.0,17.0,54.0,36.0,63.0,PM10,MODERATE
4669,67.0,50.0,28.0,47.0,45.0,67.0,PM10,MODERATE
4670,55.0,51.0,13.0,58.0,27.0,58.0,O3,MODERATE
4671,62.0,51.0,19.0,52.0,36.0,62.0,PM10,MODERATE
4672,56.0,51.0,13.0,54.0,25.0,56.0,PM10,MODERATE
4673,59.0,50.0,16.0,45.0,35.0,59.0,PM10,MODERATE
4674,64.0,51.0,22.0,42.0,44.0,64.0,PM10,MODERATE
4675,67.0,51.0,28.0,47.0,45.0,67.0,PM10,MODERATE
4676,52.0,50.0,16.0,31.0,27.0,52.0,PM10,MODERATE
4677,58.0,51.0,19.0,39.0,41.0,58.0,PM10,MODERATE
4678,52.0,51.0,11.0,45.0,21.0,52.0,PM10,MODERATE
4679,41.0,50.0,10.0,31.0,18.0,50.0,SO2,GOOD
4680,27.0,51.0,9.0,30.0,19.0,51.0,SO2,MODERATE
4681,39.0,51.0,11.0,27.0,17.0,51.0,SO2,MODERATE
4682,41.0,51.0,18.0,35.0,27.0,51.0,SO2,MODERATE
4683,54.0,51.0,16.0,33.0,32.0,54.0,PM10,MODERATE
4684,53.0,51.0,15.0,41.0,29.0,53.0,PM10,MODERATE
4685,51.0,51.0,11.0,49.0,19.0,51.0,PM10,MODERATE
4686,60.0,51.0,21.0,44.0,22.0,60.0,PM10,MODERATE
4687,49.0,51.0,10.0,44.0,21.0,51.0,SO2,MODERATE
4688,84.0,51.0,14.0,54.0,34.0,84.0,PM10,MODERATE
4689,65.0,51.0,13.0,49.0,23.0,65.0,PM10,MODERATE
4690,66.0,52.0,23.0,49.0,42.0,66.0,PM10,MODERATE
4691,62.0,51.0,22.0,55.0,42.0,62.0,PM10,MODERATE
4692,63.0,51.0,18.0,38.0,34.0,63.0,PM10,MODERATE
4693,74.0,51.0,13.0,48.0,22.0,74.0,PM10,MODERATE
4694,66.0,53.0,30.0,36.0,50.0,66.0,PM10,MODERATE
4695,64.0,51.0,25.0,41.0,47.0,64.0,PM10,MODERATE
4696,53.0,51.0,18.0,29.0,30.0,53.0,PM10,MODERATE
4697,46.0,51.0,19.0,31.0,25.0,51.0,SO2,MODERATE
4698,40.0,51.0,11.0,36.0,18.0,51.0,SO2,MODERATE
4699,38.0,51.0,17.0,38.0,27.0,51.0,SO2,MODERATE
4700,60.0,51.0,17.0,44.0,28.0,60.0,PM10,MODERATE
4701,59.0,51.0,16.0,39.0,33.0,59.0,PM10,MODERATE
4702,54.0,52.0,10.0,31.0,22.0,54.0,PM10,MODERATE
4703,58.0,52.0,12.0,35.0,25.0,58.0,PM10,MODERATE
4704,42.0,53.0,16.0,29.0,27.0,53.0,SO2,MODERATE
4705,47.0,56.0,12.0,27.0,24.0,56.0,SO2,MODERATE
4706,34.0,51.0,7.0,30.0,12.0,51.0,SO2,MODERATE
4707,40.0,51.0,11.0,29.0,19.0,51.0,SO2,MODERATE
4708,46.0,51.0,10.0,26.0,15.0,51.0,SO2,MODERATE
4709,50.0,52.0,11.0,29.0,23.0,52.0,SO2,MODERATE
4710,51.0,52.0,10.0,34.0,24.0,52.0,SO2,MODERATE
4711,52.0,52.0,15.0,38.0,26.0,52.0,PM10,MODERATE
4712,80.0,51.0,20.0,42.0,45.0,80.0,PM10,MODERATE
4713,74.0,52.0,24.0,37.0,36.0,74.0,PM10,MODERATE
4714,59.0,51.0,14.0,50.0,31.0,59.0,PM10,MODERATE
4715,53.0,51.0,22.0,48.0,32.0,53.0,PM10,MODERATE
4716,65.0,52.0,13.0,40.0,31.0,65.0,PM10,MODERATE
4717,64.0,52.0,17.0,50.0,31.0,64.0,PM10,MODERATE
4718,60.0,52.0,18.0,42.0,30.0,60.0,PM10,MODERATE
4719,60.0,52.0,16.0,49.0,31.0,60.0,PM10,MODERATE
4720,65.0,52.0,19.0,45.0,34.0,65.0,PM10,MODERATE
4721,74.0,52.0,19.0,48.0,33.0,74.0,PM10,MODERATE
4722,70.0,49.0,24.0,41.0,44.0,70.0,PM10,MODERATE
4723,53.0,52.0,21.0,37.0,40.0,53.0,PM10,MODERATE
4724,51.0,52.0,16.0,47.0,35.0,52.0,SO2,MODERATE
4725,59.0,51.0,21.0,31.0,41.0,59.0,PM10,MODERATE
4726,42.0,52.0,27.0,29.0,35.0,52.0,SO2,MODERATE
4727,44.0,52.0,20.0,31.0,32.0,52.0,SO2,MODERATE
4728,37.0,51.0,10.0,32.0,22.0,51.0,SO2,MODERATE
4729,47.0,51.0,13.0,28.0,23.0,51.0,SO2,MODERATE
4730,46.0,51.0,10.0,30.0,17.0,51.0,SO2,MODERATE
4731,28.0,52.0,10.0,29.0,23.0,52.0,SO2,MODERATE
4732,56.0,52.0,12.0,28.0,30.0,56.0,PM10,MODERATE
4733,65.0,52.0,30.0,38.0,45.0,65.0,PM10,MODERATE
4734,64.0,52.0,26.0,46.0,45.0,64.0,PM10,MODERATE
4735,64.0,57.0,28.0,39.0,48.0,64.0,PM10,MODERATE
4736,85.0,54.0,23.0,29.0,47.0,85.0,PM10,MODERATE
4737,57.0,62.0,45.0,27.0,32.0,62.0,SO2,MODERATE
4738,49.0,59.0,49.0,23.0,24.0,59.0,SO2,MODERATE
4739,31.0,57.0,38.0,24.0,18.0,57.0,SO2,MODERATE
4740,58.0,57.0,55.0,26.0,24.0,58.0,PM10,MODERATE
4741,42.0,57.0,45.0,25.0,18.0,57.0,SO2,MODERATE
4742,43.0,58.0,54.0,25.0,27.0,58.0,SO2,MODERATE
4743,36.0,58.0,42.0,20.0,18.0,58.0,SO2,MODERATE
4744,46.0,57.0,41.0,15.0,19.0,57.0,SO2,MODERATE
4745,23.0,57.0,12.0,16.0,15.0,57.0,SO2,MODERATE
4746,40.0,57.0,21.0,17.0,24.0,57.0,SO2,MODERATE
4747,54.0,56.0,24.0,23.0,24.0,56.0,SO2,MODERATE
4748,44.0,56.0,16.0,20.0,19.0,56.0,SO2,MODERATE
4749,34.0,59.0,15.0,21.0,19.0,59.0,SO2,MODERATE
4750,28.0,57.0,13.0,21.0,16.0,57.0,SO2,MODERATE
4751,31.0,60.0,17.0,21.0,26.0,60.0,SO2,MODERATE
4752,40.0,53.0,10.0,18.0,7.0,53.0,SO2,MODERATE
4753,50.0,51.0,10.0,11.0,7.0,51.0,SO2,MODERATE
4754,49.0,51.0,6.0,10.0,4.0,51.0,SO2,MODERATE
4755,45.0,51.0,6.0,10.0,3.0,51.0,SO2,MODERATE
4756,46.0,51.0,9.0,10.0,6.0,51.0,SO2,MODERATE
4757,50.0,50.0,8.0,10.0,6.0,50.0,PM10,GOOD
4758,36.0,54.0,14.0,23.0,12.0,54.0,SO2,MODERATE
4759,57.0,54.0,15.0,26.0,14.0,57.0,PM10,MODERATE
4760,57.0,55.0,15.0,28.0,15.0,57.0,PM10,MODERATE
4761,54.0,54.0,17.0,19.0,19.0,54.0,PM10,MODERATE
4762,47.0,54.0,12.0,15.0,11.0,54.0,SO2,MODERATE
4763,39.0,54.0,7.0,10.0,2.0,54.0,SO2,MODERATE
4764,51.0,55.0,8.0,8.0,12.0,55.0,SO2,MODERATE
4765,57.0,57.0,9.0,8.0,3.0,57.0,PM10,MODERATE
4766,40.0,54.0,16.0,7.0,10.0,54.0,SO2,MODERATE
4767,57.0,55.0,9.0,9.0,3.0,57.0,PM10,MODERATE
4768,43.0,54.0,14.0,10.0,10.0,54.0,SO2,MODERATE
4769,57.0,53.0,13.0,9.0,9.0,57.0,PM10,MODERATE
4770,27.0,62.0,8.0,17.0,9.0,62.0,SO2,MODERATE
4771,33.0,60.0,11.0,17.0,14.0,60.0,SO2,MODERATE
4772,37.0,60.0,10.0,13.0,14.0,60.0,SO2,MODERATE
4773,40.0,56.0,9.0,12.0,2.0,56.0,SO2,MODERATE
4774,59.0,56.0,8.0,10.0,2.0,59.0,PM10,MODERATE
4775,44.0,54.0,14.0,7.0,17.0,54.0,SO2,MODERATE
4776,53.0,54.0,20.0,8.0,11.0,54.0,SO2,MODERATE
4777,51.0,53.0,14.0,14.0,13.0,53.0,SO2,MODERATE
4778,56.0,54.0,16.0,15.0,20.0,56.0,PM10,MODERATE
4779,55.0,55.0,8.0,12.0,2.0,55.0,PM10,MODERATE
4780,52.0,53.0,12.0,9.0,3.0,53.0,SO2,MODERATE
4781,24.0,63.0,6.0,11.0,3.0,63.0,SO2,MODERATE
4782,3.0,89.0,11.0,9.0,11.0,89.0,SO2,MODERATE
4783,10.0,79.0,10.0,12.0,8.0,79.0,SO2,MODERATE
4784,41.0,54.0,11.0,12.0,4.0,54.0,SO2,MODERATE
4785,38.0,54.0,12.0,12.0,10.0,54.0,SO2,MODERATE
4786,44.0,53.0,15.0,7.0,15.0,53.0,SO2,MODERATE
4787,44.0,53.0,13.0,7.0,10.0,53.0,SO2,MODERATE
4788,24.0,53.0,7.0,11.0,1.0,53.0,SO2,MODERATE
4789,38.0,53.0,12.0,8.0,9.0,53.0,SO2,MODERATE
4790,33.0,53.0,12.0,8.0,10.0,53.0,SO2,MODERATE
4791,24.0,53.0,8.0,8.0,3.0,53.0,SO2,MODERATE
4792,31.0,53.0,11.0,7.0,6.0,53.0,SO2,MODERATE
4793,20.0,53.0,6.0,9.0,1.0,53.0,SO2,MODERATE
4794,30.0,54.0,7.0,6.0,1.0,54.0,SO2,MODERATE
4795,30.0,53.0,7.0,9.0,1.0,53.0,SO2,MODERATE
4796,51.0,27.0,11.0,14.0,14.0,51.0,PM10,MODERATE
4797,60.0,27.0,13.0,13.0,14.0,60.0,PM10,MODERATE
4798,42.0,13.0,7.0,7.0,12.0,42.0,PM10,GOOD
4799,33.0,13.0,6.0,6.0,12.0,33.0,PM10,GOOD
4800,29.0,13.0,6.0,9.0,1.0,29.0,PM10,GOOD
4801,50.0,27.0,11.0,8.0,14.0,50.0,PM10,GOOD
4802,51.0,26.0,9.0,10.0,17.0,51.0,PM10,MODERATE
4803,46.0,14.0,7.0,18.0,5.0,46.0,PM10,GOOD
4804,40.0,27.0,8.0,15.0,12.0,40.0,PM10,GOOD
4805,46.0,27.0,7.0,16.0,15.0,46.0,PM10,GOOD
4806,46.0,14.0,7.0,17.0,4.0,46.0,PM10,GOOD
4807,38.0,50.0,8.0,19.0,27.0,50.0,SO2,GOOD
4808,29.0,47.0,11.0,21.0,27.0,47.0,SO2,GOOD
4809,34.0,14.0,7.0,11.0,2.0,34.0,PM10,GOOD
4810,40.0,14.0,7.0,14.0,3.0,40.0,PM10,GOOD
4811,46.0,28.0,9.0,8.0,11.0,46.0,PM10,GOOD
4812,39.0,14.0,6.0,7.0,12.0,39.0,PM10,GOOD
4813,48.0,14.0,7.0,11.0,12.0,48.0,PM10,GOOD
4814,60.0,15.0,7.0,11.0,4.0,60.0,PM10,MODERATE
4815,50.0,30.0,13.0,14.0,20.0,50.0,PM10,GOOD
4816,51.0,34.0,11.0,20.0,14.0,51.0,PM10,MODERATE
4817,49.0,29.0,11.0,20.0,23.0,49.0,PM10,GOOD
4818,64.0,30.0,16.0,14.0,22.0,64.0,PM10,MODERATE
4819,64.0,31.0,11.0,23.0,16.0,64.0,PM10,MODERATE
4820,58.0,40.0,15.0,17.0,11.0,58.0,PM10,MODERATE
4821,50.0,30.0,9.0,15.0,19.0,50.0,PM10,GOOD
4822,57.0,30.0,19.0,15.0,20.0,57.0,PM10,MODERATE
4823,57.0,30.0,16.0,16.0,18.0,57.0,PM10,MODERATE
4824,57.0,30.0,10.0,23.0,17.0,57.0,PM10,MODERATE
4825,61.0,32.0,12.0,20.0,16.0,61.0,PM10,MODERATE
4826,52.0,32.0,12.0,26.0,19.0,52.0,PM10,MODERATE
4827,59.0,31.0,11.0,21.0,17.0,59.0,PM10,MODERATE
4828,60.0,31.0,7.0,22.0,16.0,60.0,PM10,MODERATE
4829,63.0,33.0,13.0,15.0,11.0,63.0,PM10,MODERATE
4830,57.0,35.0,11.0,25.0,13.0,57.0,PM10,MODERATE
4831,57.0,32.0,11.0,18.0,22.0,57.0,PM10,MODERATE
4832,57.0,31.0,11.0,14.0,14.0,57.0,PM10,MODERATE
4833,57.0,31.0,16.0,12.0,13.0,57.0,PM10,MODERATE
4834,57.0,32.0,18.0,7.0,18.0,57.0,PM10,MODERATE
4835,57.0,32.0,21.0,13.0,20.0,57.0,PM10,MODERATE
4836,57.0,33.0,17.0,12.0,15.0,57.0,PM10,MODERATE
4837,45.0,49.0,13.0,22.0,29.0,49.0,SO2,GOOD
4838,34.0,51.0,11.0,20.0,19.0,51.0,SO2,MODERATE
4839,35.0,34.0,5.0,10.0,6.0,35.0,PM10,GOOD
4840,57.0,33.0,8.0,15.0,15.0,57.0,PM10,MODERATE
4841,51.0,35.0,6.0,11.0,8.0,51.0,PM10,MODERATE
4842,57.0,36.0,7.0,26.0,16.0,57.0,PM10,MODERATE
4843,57.0,35.0,6.0,24.0,16.0,57.0,PM10,MODERATE
4844,57.0,37.0,5.0,22.0,15.0,57.0,PM10,MODERATE
4845,57.0,35.0,4.0,32.0,16.0,57.0,PM10,MODERATE
4846,57.0,35.0,10.0,14.0,17.0,57.0,PM10,MODERATE
4847,50.0,35.0,6.0,8.0,5.0,50.0,PM10,GOOD
4848,27.0,47.0,12.0,14.0,17.0,47.0,SO2,GOOD
4849,57.0,32.0,3.0,7.0,7.0,57.0,PM10,MODERATE
4850,40.0,50.0,4.0,9.0,7.0,50.0,SO2,GOOD
4851,50.0,34.0,3.0,17.0,13.0,50.0,PM10,GOOD
4852,65.0,52.0,12.0,27.0,53.0,65.0,PM10,MODERATE
4853,57.0,33.0,6.0,17.0,11.0,57.0,PM10,MODERATE
4854,51.0,32.0,4.0,19.0,13.0,51.0,PM10,MODERATE
4855,62.0,38.0,5.0,20.0,14.0,62.0,PM10,MODERATE
4856,57.0,33.0,7.0,19.0,11.0,57.0,PM10,MODERATE
4857,57.0,32.0,13.0,18.0,15.0,57.0,PM10,MODERATE
4858,57.0,32.0,8.0,18.0,13.0,57.0,PM10,MODERATE
4859,57.0,33.0,18.0,19.0,11.0,57.0,PM10,MODERATE
4860,57.0,34.0,18.0,21.0,5.0,57.0,PM10,MODERATE
4861,57.0,33.0,6.0,19.0,10.0,57.0,PM10,MODERATE
4862,57.0,33.0,5.0,18.0,11.0,57.0,PM10,MODERATE
4863,57.0,34.0,7.0,15.0,13.0,57.0,PM10,MODERATE
4864,57.0,34.0,10.0,16.0,13.0,57.0,PM10,MODERATE
4865,57.0,33.0,6.0,14.0,10.0,57.0,PM10,MODERATE
4866,57.0,34.0,9.0,18.0,18.0,57.0,PM10,MODERATE
4867,57.0,33.0,6.0,18.0,13.0,57.0,PM10,MODERATE
4868,56.0,50.0,12.0,21.0,10.0,56.0,PM10,MODERATE
4869,57.0,35.0,18.0,15.0,14.0,57.0,PM10,MODERATE
4870,57.0,35.0,18.0,18.0,13.0,57.0,PM10,MODERATE
4871,57.0,33.0,21.0,15.0,15.0,57.0,PM10,MODERATE
4872,57.0,34.0,24.0,23.0,15.0,57.0,PM10,MODERATE
4873,57.0,34.0,20.0,26.0,13.0,57.0,PM10,MODERATE
4874,57.0,37.0,37.0,17.0,19.0,57.0,PM10,MODERATE
4875,57.0,34.0,34.0,21.0,20.0,57.0,PM10,MODERATE
4876,57.0,35.0,36.0,21.0,17.0,57.0,PM10,MODERATE
4877,57.0,36.0,26.0,19.0,13.0,57.0,PM10,MODERATE
4878,57.0,36.0,21.0,16.0,13.0,57.0,PM10,MODERATE
4879,57.0,39.0,13.0,12.0,13.0,57.0,PM10,MODERATE
4880,57.0,36.0,20.0,17.0,12.0,57.0,PM10,MODERATE
4881,57.0,34.0,23.0,17.0,12.0,57.0,PM10,MODERATE
4882,57.0,37.0,24.0,25.0,17.0,57.0,PM10,MODERATE
4883,57.0,37.0,22.0,26.0,17.0,57.0,PM10,MODERATE
4884,57.0,37.0,22.0,22.0,15.0,57.0,PM10,MODERATE
4885,57.0,37.0,21.0,22.0,16.0,57.0,PM10,MODERATE
4886,57.0,37.0,23.0,23.0,16.0,57.0,PM10,MODERATE
4887,57.0,36.0,27.0,16.0,16.0,57.0,PM10,MODERATE
4888,57.0,37.0,26.0,22.0,15.0,57.0,PM10,MODERATE
4889,57.0,35.0,30.0,27.0,17.0,57.0,PM10,MODERATE
4890,57.0,35.0,33.0,18.0,21.0,57.0,PM10,MODERATE
4891,57.0,38.0,35.0,17.0,18.0,57.0,PM10,MODERATE
4892,57.0,38.0,29.0,20.0,17.0,57.0,PM10,MODERATE
4893,57.0,39.0,28.0,22.0,24.0,57.0,PM10,MODERATE
4894,57.0,38.0,23.0,22.0,12.0,57.0,PM10,MODERATE
4895,57.0,36.0,30.0,19.0,19.0,57.0,PM10,MODERATE
4896,57.0,37.0,32.0,19.0,15.0,57.0,PM10,MODERATE
4897,57.0,38.0,28.0,24.0,17.0,57.0,PM10,MODERATE
4898,57.0,37.0,26.0,21.0,24.0,57.0,PM10,MODERATE
4899,57.0,39.0,25.0,23.0,21.0,57.0,PM10,MODERATE
4900,57.0,38.0,25.0,21.0,12.0,57.0,PM10,MODERATE
